Remetente - Nome;Veículo - Placa;CTE;Data emissão Cte; Total ;Mês emissão Cte;REQ/TMC/N° Embarque;Data RQ/TMC;Data Envio do processo Faturamento;Faturas;Data INCLUSÃO Fatura Bsoft;1° Envio;Data do atesto;Envio final;OBSERVAÇÃO
BAKER HUGHES DO BRASIL LTDA;KQO5E26;21774;06/mar/25;R$ 942,86;mar/25;507763481;06/mar/25;11/mar/25;5024463;13/mar/25;11/mar/25;27/mar/25;27/mar/25;"Carga agendada #:507763481 -  BRA IM 25 0136   AL  - CC 140010000  - CONTA CONTABIL 500210 -  CAMINHAO TOCO;
Veiculo Placa: KQO5E26  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KQO5E26;21773;06/mar/25;R$ 912,55;mar/25;507763481;06/mar/25;11/mar/25;5024462;13/mar/25;11/mar/25;27/mar/25;27/mar/25;"Carga agendada #:507763481 -  BRA IM 25 0565 - 0570   DS -  CC 120158023 - CONTA CONTABIL 500210   -   CAMINHÃO TOCO;
Veiculo Placa: KQO5E26  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21770;28/fev/25;R$ 1.738,45;fev/25;507139518;28/fev/25;07/mar/25;5024459;13/mar/25;07/mar/25;20/mar/25;20/mar/25;"Carga agendada #: 507139518      BRA IM 25 0269   -0569      BRA IM 24 4400-4282   DS CC 120158023 CONTA CONTABIL 500210      CAMINHÃO TOCO     Veiculo Placa: KOR7G99  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21766;27/fev/25;R$ 984,17;fev/25;506919771;27/fev/25;05/mar/25;5024455;13/mar/25;05/mar/25;20/mai/25;20/mai/25;"Carga agendada #: 506919771     BRA IM 25 0231 -   BRA IM 24 4182   WS  CC 110141008  CONTA CONTABIL 500210    CAMINHÃO TOCO   Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21764;27/fev/25;R$ 756,86;fev/25;506919771;27/fev/25;05/mar/25;5024453;13/mar/25;05/mar/25;20/mai/25;20/mai/25;"Carga agendada #: 506919771    BRA IM 25 0326 -  ALS CC 140010000  CONTA CONTABIL 500210 CAMINHÃO TOCO   Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KXO7J95;21761;26/fev/25;R$ 708,24;fev/25;506075347;26/fev/25;28/fev/25;5024450;13/mar/25;28/fev/25;20/mai/25;20/mai/25;"Carga agendada #: 506075347     BRA EX 25 0073  DB 160160010 CONTA CONTABIL 500210   Veiculo Placa: KXO7J95  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KOR7G99;21759;26/fev/25;R$ 2.247,37;fev/25;506437983;26/fev/25;01/mar/25;5024448;13/mar/25;01/mar/25;20/mai/25;20/mai/25;"Carga agendada #: 506437983     BRA EX 25 0090    - -0087 - 0092   DS120158023  CONTA  CONTABIL 500210  Veiculo Placa: KOR7G99  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;LSB2007;21757;26/fev/25;R$ 1.256,60;fev/25;506073584;26/fev/25;28/fev/25;5024446;13/mar/25;28/fev/25;20/mai/25;20/mai/25;"Carga agendada #: 506073584  BRA EX 25 0075    ALS140010000 CONTA CONTABIL 500210    F OUTROS 2 = ADICIONAL DE QUIMICO Veiculo Placa: LSB2007  -  Motorista: LEANDRO DOS SANTOS SOUSA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21755;25/fev/25;R$ 944,51;fev/25;506711111;25/fev/25;28/fev/25;5024444;13/mar/25;28/fev/25;20/mai/25;20/mai/25;"Carga agendada #: 506711111   BRA IM 25 0192 -    DB CC 160053200   CONTA CONTABIL 500210      CAMINHÃO TOCO Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;EMR3D89;21749;25/fev/25;R$ 1.158,36;fev/25;506471241;25/fev/25;28/fev/25;5024438;13/mar/25;28/fev/25;20/mai/25;20/mai/25;"Carga agendada #: 506471241  BRA IM 24 4358   WS CC 110141008  CONTA CONTABIL 500210   CARRETA   Veiculo Placa: EMR3D89  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;EMR3D89;21748;25/fev/25;R$ 1.169,92;fev/25;506471241;25/fev/25;28/fev/25;5024437;13/mar/25;28/fev/25;20/mai/25;20/mai/25;"Carga agendada #: 506471241   BRA IM 25 0151- 0348  ALS CC 140010000  CONTA CONTABIL 500210  CARRETA  Veiculo Placa: EMR3D89  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21737;20/fev/25;R$ 771,20;fev/25;506143797;20/fev/25;24/fev/25;5024426;13/mar/25;24/fev/25;29/mai/25;29/mai/25;"Carga agendada #: 506143797   BRA IM 24 4258  PP 175160000  CONTA CONTABIL 500210  CAMINHÃO TOCO Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21728;19/fev/25;R$ 1.044,81;fev/25;505884990;19/fev/25;24/fev/25;5024417;13/mar/25;24/fev/25;30/mai/25;30/mai/25;"Carga agendada #: 505884990   BRA IM 25 0431  - 0187  PP  CC175160000   CONTA CONTABIL 500210  CAMINHÃO TOCO  Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KYN6481;881;17/fev/25;R$ 5.543,78;fev/25;;17/fev/25;24/fev/25;1543;12/mar/25;24/fev/25;12/mar/25;12/mar/25;
BAKER HUGHES DO BRASIL LTDA;KOR7G99;880;14/fev/25;R$ 617,82;fev/25;;14/fev/25;18/fev/25;1575;21/mai/25;18/fev/25;21/mai/25;21/mai/25;
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KPG7I19;22388;30/jul/25;R$ 1.371,92;jul/25;523325777;30/jul/25;30/jul/25;;;31/jul/25;;;"Carga agendada #: 523325777   BRA IM 25 2294  -2565- 2585   DS CC 120158023 CONTA CONTABIL 500210   Veiculo Placa: KPG7I19  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KQO5E26;878;11/fev/25;R$ 582,74;fev/25;;11/fev/25;14/fev/25;1540;05/mar/25;14/fev/25;05/mar/25;05/mar/25;
BAKER HUGHES DO BRASIL LTDA;EMR3D89;877;11/fev/25;R$ 1.891,17;fev/25;;11/fev/25;14/fev/25;1541;05/mar/25;14/fev/25;05/mar/25;05/mar/25;
BAKER HUGHES DO BRASIL LTDA;KYN6481;874;31/jan/25;R$ 1.114,46;jan/25;;31/jan/25;03/fev/25;1534;13/fev/25;03/fev/25;19/fev/25;19/fev/25;
BAKER HUGHES DO BRASIL LTDA;KQO5E26;21668;31/jan/25;R$ 651,91;jan/25;;31/jan/25;06/fev/25;5024361;19/fev/25;06/fev/25;13/fev/25;13/fev/25;"              BRA IM 25 0144   AL CC 140010000 CONTA CONTABIL 500210 Veiculo Placa: KQO5E26  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21667;30/jan/25;R$ 778,45;jan/25;503924938;30/jan/25;03/jan/25;5024360;19/fev/25;03/jan/25;13/fev/25;13/fev/25;"Carga agendada #: 503924938       BRA IM 25 0018-0028- 0003-0010    PP 17516000    CONTA CONTABIL 500210    Veiculo Placa: KOR7G99  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21666;30/jan/25;R$ 775,77;jan/25;503924938;30/jan/25;03/jan/25;5024359;19/fev/25;03/jan/25;13/fev/25;13/fev/25;"Carga agendada #: 503924938    BRA IM 24 4398-4388 -      BRA IM 25 0128-0106   DS  CC 120158023 CONTA CONTABIL 500210 Veiculo Placa: KOR7G99  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21665;30/jan/25;R$ 3.825,20;jan/25;503924938;30/jan/25;03/jan/25;5024358;19/fev/25;03/jan/25;13/fev/25;13/fev/25;"Carga agendada #: 503924938    BRA IM 24 4368-4172-  4462- 4171   BRA IM 25 0075   WS CC 110141008  CONTA CONTABIL 500210   Veiculo Placa: KOR7G99  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21664;30/jan/25;R$ 725,02;jan/25;503924938;30/jan/25;03/jan/25;5024357;19/fev/25;03/jan/25;13/fev/25;13/fev/25;"Carga agendada #: 503924938    BRA IM 24 4191  ALS CC 140010000 CONTA CONTABIL 500210   Veiculo Placa: KOR7G99  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21663;30/jan/25;R$ 2.570,27;jan/25;503924938;30/jan/25;03/jan/25;5024356;19/fev/25;03/jan/25;13/fev/25;13/fev/25;"Carga agendada #: 503924938      BRA IM 24 0013 - 4324  -0036     BRA IM 25 0165-0048-0162-0167- 0060   CWI    CC 870151700 CONTA CONTABIL 500210                           Veiculo Placa: KOR7G99  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21662;30/jan/25;R$ 3.344,65;jan/25;"503832200
";30/jan/25;01/fev/25;5024355;19/fev/25;01/fev/25;12/fev/25;12/fev/25;"Carga agendada :  503832200      BRA IM 24 3966- 4271 -4384 DS 120158023 CONTA CONTABIL 500210  Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21661;30/jan/25;R$ 733,41;jan/25;503832200;30/jan/25;01/fev/25;5024354;19/fev/25;01/fev/25;12/fev/25;12/fev/25;"Carga agendada #: 503832200    BRA IM 24 4297  ALS CC 140010000 CONTA CONTABIL 500210    Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21660;30/jan/25;R$ 3.114,47;jan/25;503832200;30/jan/25;01/fev/25;5024353;19/fev/25;01/fev/25;12/fev/25;12/fev/25;"CARGA AGENDADA : 503832200    BRA IM 25 0020-0017-0046         CWI  CC 870151700  CONTA CONTABIL 500210  Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;EMR3D89;873;30/jan/25;R$ 5.794,68;jan/25;;30/jan/25;03/fev/25;1533;13/fev/25;03/fev/25;13/fev/25;13/fev/25;
BAKER HUGHES DO BRASIL LTDA;KQO5E26;872;29/jan/25;R$ 2.634,72;jan/25;;29/jan/25;03/fev/25;1532;13/fev/25;03/fev/25;13/fev/25;13/fev/25;
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21658;28/jan/25;R$ 373,37;jan/25;503684878;28/jan/25;31/jan/25;5024352;19/fev/25;31/jan/25;12/fev/25;12/fev/25;"Carga agendada #: 503684878 BRA IM 24 4169   DCF  CC  120161004 CONTA CONTABIL 500210   Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21657;28/jan/25;R$ 479,68;jan/25;503684878;28/jan/25;31/jan/25;5024351;19/fev/25;31/jan/25;12/fev/25;12/fev/25;"Carga agendada #: 503684878   BRA IM 24 4342    BRA IM 25 0032    PP   CC 175160000    CONTA CONTABIL 500210   Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21656;28/jan/25;R$ 413,87;jan/25;503684878;28/jan/25;31/jan/25;5024350;19/fev/25;31/jan/25;12/fev/25;12/fev/25;"Carga agendada #: 503684878   BRA IM 25 0099     BRA IM 24 4177-4366    WS   CC 110141008  CONTA CONTABIL 500210   Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21655;28/jan/25;R$ 435,07;jan/25;503684878;28/jan/25;31/jan/25;5024349;19/fev/25;31/jan/25;12/fev/25;12/fev/25;"BRA IM 24 4451  - 4453-  4316   AL   CC 140010000   CONTA CONTABIL 500210   Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21654;28/jan/25;R$ 1.664,36;jan/25;503684878;28/jan/25;31/jan/25;5024348;19/fev/25;31/jan/25;12/fev/25;12/fev/25;"Carga agendada #: 503684878   BRA IM 24 4372 -4373   DS   CC 120158023   CONTA CONTABIL 500210     Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21653;28/jan/25;R$ 1.592,75;jan/25;503684878;28/jan/25;31/jan/25;5024347;19/fev/25;31/jan/25;12/fev/25;12/fev/25;"Carga agendada #: 503684878   BRA IM 25 0014   CWI   CC 870151700   CONTA CONTABIL 500210    Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21652;28/jan/25;R$ 527,11;jan/25;503684878;28/jan/25;31/jan/25;5024346;19/fev/25;31/jan/25;12/fev/25;12/fev/25;"Carga agendada #: 503684878  BRA IM 24 4329   DB CC 160053200   CONTA CONTABIL 500210   Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KXO7J95;21651;28/jan/25;R$ 1.766,77;jan/25;503514712;28/jan/25;03/fev/25;5024345;19/fev/25;03/fev/25;12/fev/25;12/fev/25;"Carga agendada #: 503514712   BRA EX 25 0031-  0018    DS 120158023  CONTA CONTABIL 500210  Veiculo Placa: KXO7J95  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KQO5E26;21650;28/jan/25;R$ 1.807,56;jan/25;503220901;28/jan/25;03/fev/25;5024344;19/fev/25;03/fev/25;12/fev/25;12/fev/25;"Carga agendada #: 503220901    BRA EX 25 0010   DS 120158023 CONTA CONTABIL 500210 Veiculo Placa: KQO5E26  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KQO5E26;870;28/jan/25;R$ 526,31;jan/25;;28/jan/25;03/fev/25;1531;13/fev/25;03/fev/25;13/fev/25;13/fev/25;
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KXO7J95;869;27/jan/25;R$ 528,73;jan/25;;27/jan/25;03/fev/25;1530;13/fev/25;03/fev/25;13/fev/25;13/fev/25;
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21649;27/jan/25;R$ 594,88;jan/25;503471022;27/jan/25;31/jan/25;5024343;19/fev/25;31/jan/25;12/fev/25;12/fev/25;"Carga agendada #: 503471022   BRA IM 25 0022    BRA IM 24 4240  DB CC 160053200    CONTA CONTABIL 500210     Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21648;27/jan/25;R$ 1.545,23;jan/25;503471022;27/jan/25;31/jan/25;5024342;19/fev/25;31/jan/25;12/fev/25;12/fev/25;"Carga agendada #: 503471022  BRA IM 24 4409- 4439      BRA IM 25 0135   ALS CC 140010000  CONTABIL 500210   Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21647;27/jan/25;R$ 387,24;jan/25;503471022;27/jan/25;31/jan/25;5024341;19/fev/25;31/jan/25;12/fev/25;12/fev/25;"Carga agendada #: 503471022    BRA IM 24 4079  CWI  CC 870151700   CONTA CONTABIL 500210  Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21646;27/jan/25;R$ 426,65;jan/25;503471022;27/jan/25;31/jan/25;5024340;19/fev/25;31/jan/25;12/fev/25;12/fev/25;"Carga agendada #: 503471022 -  BRA IM 24 0089  -  4180   WS CC 110141008 CONTA CONTABIL 500210 Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21645;27/jan/25;R$ 510,83;jan/25;503471022;27/jan/25;31/jan/25;5024339;19/fev/25;31/jan/25;12/fev/25;12/fev/25;"Carga agendada #: 503471022   BRA IM 24 4387 -4287  DS CC 120158023   CONTA CONTABIL 500210   Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21644;27/jan/25;R$ 373,87;jan/25;503471022;27/jan/25;31/jan/25;5024338;19/fev/25;31/jan/25;12/fev/25;12/fev/25;"Carga agendada #: 503471022 -    BRA IM 24 4361  DCF120161004  CONTA CONTABIL 500210   Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21643;27/jan/25;R$ 552,09;jan/25;503471022;27/jan/25;31/jan/25;5024337;19/fev/25;31/jan/25;12/fev/25;12/fev/25;"Carga agendada #: 503471022 -   BRA IM 24 4325 -4260   PP175160000  CONTA CONTABIL 500210 Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21642;24/jan/25;R$ 500,58;jan/25;503353931;24/jan/25;31/jan/25;5024336;19/fev/25;31/jan/25;12/fev/25;12/fev/25;"Carga agendada #: 503353931    BRA IM 25 0027   BRA IM 24 0011  CWI  CC 870151700  CONTA CONTABIL 500210  Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21641;24/jan/25;R$ 624,61;jan/25;503353931;24/jan/25;31/jan/25;5024335;19/fev/25;31/jan/25;12/fev/25;12/fev/25;"Carga agendada #: 503353931    BRA IM 24 4269-   4380-  4374  DS  CC 120158023 CONTA CONTABIL 500210        Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21640;24/jan/25;R$ 397,37;jan/25;503353931;24/jan/25;31/jan/25;5024334;19/fev/25;31/jan/25;12/fev/25;12/fev/25;"Carga agendada #: 503353931    BRA IM 24 4352  WS 110141008   CONTA CONTABIL 500210    Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21639;24/jan/25;R$ 1.249,72;jan/25;503353931;24/jan/25;31/jan/25;5024333;19/fev/25;31/jan/25;12/fev/25;12/fev/25;"Carga agendada #: 503353931   BRA IM 24 4229 -4228   DB  CC 160053200  CONTA CONTABIL 500210    Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21638;24/jan/25;R$ 796,49;jan/25;503353931;24/jan/25;31/jan/25;5024332;19/fev/25;31/jan/25;12/fev/25;12/fev/25;"Carga agendada #: 503353931    BRA IM 24 4308  -  4448  -  4459 ALS CC 140010000 CONTA CONTABIL 500210  Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21637;24/jan/25;R$ 374,93;jan/25;503353931;24/jan/25;31/jan/25;5024331;19/fev/25;31/jan/25;12/fev/25;12/fev/25;"Carga agendada #: 503353931    BRA IM 24 0071  DCF 120161004;    CONTA CONTABIL 500210     Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KXO7J95;868;24/jan/25;R$ 556,34;jan/25;;24/jan/25;31/jan/25;;;31/jan/25;21/mai/25;21/mai/25;
BAKER HUGHES DO BRASIL LTDA;KXO7J95;867;24/jan/25;R$ 772,84;jan/25;;24/jan/25;31/jan/25;1529;13/fev/25;31/jan/25;13/fev/25;13/fev/25;
BAKER HUGHES DO BRASIL LTDA;KYN6481;866;24/jan/25;R$ 6.191,72;jan/25;;24/jan/25;31/jan/25;1528;13/fev/25;31/jan/25;13/fev/25;13/fev/25;
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KXO7J95;21636;23/jan/25;R$ 1.819,99;jan/25;503057789;23/jan/25;31/jan/25;5024330;19/fev/25;31/jan/25;11/fev/25;11/fev/25;"Carga agendada #: 503057789   BRA EX 25 0019-  0007   DS 120158023  CONTA CONTABIL 500210 Veiculo Placa: KXO7J95  -  Motorista: LEANDRO DOS SANTOS SOUSA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;EMR3D89;21635;23/jan/25;R$ 918,10;jan/25;503170927;23/jan/25;31/jan/25;5024329;19/fev/25;31/jan/25;11/fev/25;11/fev/25;"Carga agendada #: 503170927   BRA IM 24 4340  BRA IM 25 0002 PP 175160000 CONTA CONTABIL 500210  Veiculo Placa: EMR3D89  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;EMR3D89;21634;23/jan/25;R$ 1.942,65;jan/25;503170927;23/jan/25;31/jan/25;5024328;19/fev/25;31/jan/25;11/fev/25;11/fev/25;"Carga agendada #: 503170927 BRA IM 24 4461 - 4354-4357  WS CC 110141008 CONTA  CONTABIL 500210 Veiculo Placa: EMR3D89  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;EMR3D89;21633;23/jan/25;R$ 1.126,40;jan/25;503170927;23/jan/25;31/jan/25;5024327;19/fev/25;31/jan/25;11/fev/25;11/fev/25;"Carga agendada #: 503170927   BRA IM 25 0024  CWI   CC 870151700  CONTA CONTABIL 500210 Veiculo Placa: EMR3D89  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;EMR3D89;21632;23/jan/25;R$ 1.039,51;jan/25;503170927;23/jan/25;31/jan/25;5024326;19/fev/25;31/jan/25;11/fev/25;11/fev/25;"Carga agendada #: 503170927  BRA IM 24 4047  ALS CC 140010000  CONTA CONTABIL 500210   Veiculo Placa: EMR3D89  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;EMR3D89;21631;23/jan/25;R$ 1.163,65;jan/25;503170927;23/jan/25;31/jan/25;5024325;19/fev/25;31/jan/25;07/fev/25;07/fev/25;"Carga agendada #: 503170927 BRA IM 24 3697 - 4379   DS CC 120158023 CONTA CONTABIL 500210   Veiculo Placa: EMR3D89  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KYN6481;865;23/jan/25;R$ 1.059,91;jan/25;;23/jan/25;30/jan/25;;;30/jan/25;21/fev/25;21/fev/25;
BAKER HUGHES DO BRASIL LTDA;EMR3D89;21630;22/jan/25;R$ 1.654,08;jan/25;503023469;22/jan/25;31/jan/25;5024324;19/fev/25;31/jan/25;07/fev/25;07/fev/25;"Carga agendada #: 503023469   BRA IM 25 0004  CWI CC 870151700  CONTA CONTABIL 500210 Veiculo Placa: EMR3D89  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;EMR3D89;21629;22/jan/25;R$ 1.407,81;jan/25;503023469;22/jan/25;31/jan/25;5024323;19/fev/25;31/jan/25;11/fev/25;11/fev/25;"Carga agendada #: 503023469   BRA IM 24 3950- 4391- 4280  DS CC 120158023 CONTA CONTABIL 500210  Veiculo Placa: EMR3D89  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;EMR3D89;21628;22/jan/25;R$ 1.703,68;jan/25;503023469;22/jan/25;31/jan/25;5024322;19/fev/25;31/jan/25;11/fev/25;11/fev/25;"Carga agendada #: 503023469   BRA IM 24 4183   WS CC 110141008 CONTA CONTABIL 500210 Veiculo Placa: EMR3D89  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
